"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative","ARR","std.error","statistic","p.value","conf.low","conf.high"
1975,"Oncorhynchus mykiss","Oncorhynchus","mykiss","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Myrick & Cech 2005","Comte","Oncorhynchus mykiss_38.63_-121.22",11,38.63,-121.22,"","Oncorhynchus","mykiss","wild population from Nimbus State Fish Hatchery California US",30,23.57,"tmax",1.52,"SD",8,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile","hatchery takes from American River",NA,NA,"Freshwater","30","days",NA,"1095","3 years (fishbase)","730","2 years (fishbase)",NA,"0-1","MOVEMENT: display site fidelity when released 1km away with other populations as close as 5km nearby suggests less than 1km dispersal (doi:10.1006/jmsc.2000.1041) MIGRATION: anadromous forms migrate at least hundreds of miles between spawning stream and marine water (NatureServe Explorer)",NA,122,"TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","60","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","NatureServe Explorer+ some forms anadromous and some resident","Spring","Spring","DISTANCE: at least hundreds of miles - but depends on form (NatureServe Explorer)  TIMING: spring (Feb-Jun) POPULATION SPECIFIC: anadromous marine forms migrate up to at least hundreds of miles+ stream-dwelling may spend entire life in few hundred meters of stream+ lake-dwelling migrate to tributaries to spawn","Nikki","0.005-0.135","0.5-13.5 ha+ range taken from fig 1+2 (Blanchfield+ P. J.+ Tate+ L. S.+ & Podemski+ C. L. (2009). Survival and behaviour of rainbow trout (Oncorhynchus mykiss) released from an experimental aquaculture operation. Canadian Journal of Fisheries and Aquatic Sciences+ 66(11)+ 1976-1988.)",4015,"11 years max+ 5-6 years normal (fishbase + NatureServe Explorer)",NA,NA,NA,"N",0.208,0.375,NA,NA,"","",NA,NA,NA,0.669999999999999,0.051961524227067,12.8941560119014,0.0492741051607675,0.00976623476718386,1.33023376523281
833,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Beitinger et al. 2000","Comte","Esox masquinongy_42.184965_-79.430775",15,42.184965,-79.430775,"inferred","Esox","masquinongy","wild strain from Prendergast Point Hatchery, Chautauqua Lake, New York, United States",NA,34,"tmax",1.54,"SD",6,"critical","combination","1",NA,NA,NA,NA,NA,NA,"hatchery takes from from Chautauqua Lake (Hassan, K.C. & J.R. Spotila. 1976. The effect of acclimation on the temperature tolerance of young muskellunge fry. pp. 136–140. In: G.W. Esch & R.W. McFarlane (ed.) Thermal Ecology II, Nat. Tech. Inform. Serv., Springfield.)",NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,183,"TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)",10950,"19 typical+ 30 years max (fishbase + ADW)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.2306298254894,10.5008094572225,10.2352052699333,0.121165644171779,0.0434154748784153,2.79084000603708,0.107988445927196,-0.0656360673272035,0.307967355670762
2149,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_100.93",22.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,36,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)",NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.326873048907389,0.296737924463267,1.1015546782523,0.33248192042571,-0.497003508995202,1.15074960680998
1226,"Ischnura elegans","Ischnura","elegans","Arthropoda","Insecta","Odonata","Coenagrionidae","Nikki","Op_de_Beeck_et_al_2017","intratherm_team","Ischnura elegans_43.637947_4.846958",20,43.637947,4.846958,"","Ischnura","elegans","Saint-Martin-de-Crau, Bouches-du-Rh™ne, France",17,44.71794872,"tmax",0.136752137,"SE",NA,"critical","upper_critical_limit","0.3",NA,NA,"held","summer",NA,"Adult",NA,NA,NA,"Freshwater",NA,NA,NA,"180","larvae grow between april-october (DOI: 10.2307/3669)","180","larvae grow between april-october (DOI: 10.2307/3669)","Y","0-1","maximum distance 365m (http://natuurtijdschriften.nl/record/591276)",NA,3.5,"body length of 35 mm (https://web.archive.org/web/20110606051143/http://delta-intkey.com/britin/odo/www/elegans.htm)",NA,NA,NA,NA,NA,"none","none reported in life history","non-migratory","cannot move far enought to be considered a migrant based on dispersal distance",NA,NA,NA,"Nikki","0.13","most stayed within 100m of hatch site+ used as radius (http://natuurtijdschriften.nl/record/591276)",540,"Oct-April of the adult (https://doi.org/10.1080/13887890.2015.1015179)",NA,NA,NA,"N",NA,NA,NA,NA,"","",6.473043148992,7.83568629949652,6.66675822638146,0.0851751700000013,NA,NA,NA,NA,NA
2169,"Pleurodema thaul","Pleurodema","thaul","Chordata","Amphibia","Anura","Leptodactylidae","Nikki","Barria_&_Bacigalupe_2017","intratherm_team","Pleurodema thaul_-27.40019_-70.26691",10,-27.40019,-70.26691,"","Pleurodema","thaul","Carrera Pinto, Copiapo, Chile",7,38.67488484,"tmax",0.18035016,"CI",90,"critical","upper_critical_limit","0.8",NA,NA,"held","summer",NA,"Adult",NA,NA,NA,"Freshwater",NA,NA,NA,"730","2 years (https://doi.org/10.1643/CG-09-193)","730","2 years (https://doi.org/10.1643/CG-09-193)",NA,"unk",NA,NA,6.296,"SVL (https://doi.org/10.1643/CG-09-193)",NA,NA,NA,NA,NA,"Winter","May-July in region studied (Iturra-Cid+ M.+ Vidal+ M.+ Labra+ A.+ & Ortiz+ J. C. (2014). Winter thermal ecology of Pleurodema thaul (Amphibia: Leptodactylidae). Gayana+ 78(1)+ 25-30.)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,1825,"5 years (https://doi.org/10.1643/CG-09-193)",NA,NA,NA,"Y",NA,NA,0.458,0.625,"","",NA,NA,NA,0.0920355010000007,NA,NA,NA,NA,NA
2173,"Pleurodema thaul","Pleurodema","thaul","Chordata","Amphibia","Anura","Leptodactylidae","Nikki","Barria_&_Bacigalupe_2017","intratherm_team","Pleurodema thaul_-27.35388_-70.34879",10,-27.35388,-70.34879,"","Pleurodema","thaul","El Caulle, Copiapo, Chile",7,35.75070359,"tmax",0.696524755,"CI",40,"critical","upper_critical_limit","0.8",NA,NA,"held","summer",NA,"Adult",NA,NA,NA,"Freshwater",NA,NA,NA,"730","2 years (https://doi.org/10.1643/CG-09-193)","730","2 years (https://doi.org/10.1643/CG-09-193)",NA,"unk",NA,NA,6.296,"SVL (https://doi.org/10.1643/CG-09-193)",NA,NA,NA,NA,NA,"Winter","May-July in region studied (Iturra-Cid+ M.+ Vidal+ M.+ Labra+ A.+ & Ortiz+ J. C. (2014). Winter thermal ecology of Pleurodema thaul (Amphibia: Leptodactylidae). Gayana+ 78(1)+ 25-30.)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,1825,"5 years (https://doi.org/10.1643/CG-09-193)",NA,NA,NA,"Y",NA,NA,0.458,0.625,"","",NA,NA,NA,0.18656386,NA,NA,NA,NA,NA
2587,"Rhynchocypris oxycephalus","Rhynchocypris","oxycephalus","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Nikki","Yu_et_al_2018","intratherm_team","Rhynchocypris oxycephalus_30.23_120.09",14,30.23,120.09,"","Rhynchocypris","oxycephalus","Hangzhou, Zhejiang, China",14,32.29,"tmax",0.29,"SD",10,"critical","upper_critical_limit","0.16666667",NA,NA,"held","spring",NA,"Adult",NA,NA,NA,"Freshwater",NA,NA,NA,"365","1 year (https://doi.org/10.1186/s40555-014-0036-0)","365","1 year (https://doi.org/10.1186/s40555-014-0036-0)",NA,"unk",NA,NA,17.2,"TL male/unsexed (fishbase)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","no seasonal migration mentioned (https://doi.org/10.1007/s11355-013-0226-7)",NA,NA,NA,"Nikki","unk",NA,1460,"4 years (https://doi.org/10.1186/s40555-014-0036-0)",NA,NA,NA,"N",NA,NA,NA,NA,"","",9.06052159985914,9.8517623025418,9.06355982641561,0.2086,0.0597538283292378,3.49098971283705,0.0731634664489201,-0.0484999725737757,0.465699972573775
2595,"Rhynchocypris oxycephalus","Rhynchocypris","oxycephalus","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Nikki","Yu_et_al_2018","intratherm_team","Rhynchocypris oxycephalus_40.24_122.45",14,40.24,122.45,"","Rhynchocypris","oxycephalus","Gaizhou, Liaoning, China",14,32.4,"tmax",0.23,"SD",10,"critical","upper_critical_limit","0.16666667",NA,NA,"held","spring",NA,"Adult",NA,NA,NA,"Freshwater",NA,NA,NA,"365","1 year (https://doi.org/10.1186/s40555-014-0036-0)","365","1 year (https://doi.org/10.1186/s40555-014-0036-0)",NA,"unk",NA,NA,17.2,"TL male/unsexed (fishbase)",NA,NA,NA,NA,NA,"none","none mentioned in life history","non-migratory","no seasonal migration mentioned (https://doi.org/10.1007/s11355-013-0226-7)",NA,NA,NA,"Nikki","unk",NA,1460,"4 years (https://doi.org/10.1186/s40555-014-0036-0)",NA,NA,NA,"N",NA,NA,NA,NA,"","",12.1260478069217,12.9521019589381,12.1436063200671,0.2022,0.0454167370030036,4.45210319681548,0.0469280676593861,0.00678755255771357,0.397612447442287
2847,"Squalius cephalus","Squalius","cephalus","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Squalius cephalus_52.34_18.35",27.3,52.34,18.35,"","Squalius","cephalus","Lichenskie Lake Poland",NA,38.1,"tmax",0.33,"SD",9,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,"1460","4-6 years (IUCN Red List)","730","2-4 years (IUCN Red List)",NA,"1-10","MOVEMENT: majority found less than 1km from home tributary in post-spawning season (https://doi.org/10.25225/fozo.v62.i1.a1.2013) MIGRATION: spawning migrations of 10+km (Fredrich+ F.+ Ohmann+ S.+ Curio+ B.+ & Kirschbaum+ F. (2003). Spawning migrations of the chub in the River Spree+ Germany. Journal of Fish Biology+ 63(3)+ 710-723.)",NA,60,"TL male/unsexed -fishbase","30","TL male/unsexed -fishbase","30","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","IUCN Red List","Apr-Jun",NA,"DISTANCE: 15km away (Fredrich+ F.+ Ohmann+ S.+ Curio+ B.+ & Kirschbaum+ F. (2003). Spawning migrations of the chub in the River Spree+ Germany. Journal of Fish Biology+ 63(3)+ 710-723.) TIMING: two spawn periods a year in May and June in one population (Fredrich+ F.+ Ohmann+ S.+ Curio+ B.+ & Kirschbaum+ F. (2003). Spawning migrations of the chub in the River Spree+ Germany. Journal of Fish Biology+ 63(3)+ 710-723.) April/May in another population (https://doi.org/10.1007/s11356-014-2666-5)","Nikki","0.0000126-0.79","close range habitat 2-270m+ widest 500m (Fredrich+ F.+ Ohmann+ S.+ Curio+ B.+ & Kirschbaum+ F. (2003). Spawning migrations of the chub in the River Spree+ Germany. Journal of Fish Biology+ 63(3)+ 710-723.)",5475,"up to 15 years (IUCN Red List)",NA,NA,NA,"N",NA,NA,NA,NA,"","",9.30527213922252,9.73542804885107,9.33268451868966,0.200000000000001,NA,NA,NA,NA,NA
314,"Bathygobius fuscus","Bathygobius","fuscus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Clifton et al. 2010","Comte","Bathygobius fuscus_-5.47_123.76",13,-5.47,123.76,"","Bathygobius","fuscus","Hoga Island Indonesia",14,39.1,"tmax",NA,"SD",5,"critical","LOE","0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,"unk","40.4 mm SL min (Kong+ Y. H.+ & Chen+ I. S. (2013). Reproductive biology of intertidal frillfin goby+ Bathygobius fuscus in Keelung+ Taiwan. Journal of Marine Science and Technology+ 21+ 213-215.)","unk",NA,NA,"0-1","MOVEMENT: based on daily movements+ fig 3 (Taru+ M.+ Kanda+ T.+ & Sunobe+ T. (2002). Alternative mating tactics of the gobiid fish Bathygobiusfuscus. Journal of ethology+ 20(1)+ 9-12.)",NA,12,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","tropical fish (fishbase)","non-migratory","non-amphidromous (https://doi.org/10.3989/scimar.2006.70s2165)",NA,NA,NA,"Nikki","unk","could calculate from fig 3 (Taru+ M.+ Kanda+ T.+ & Sunobe+ T. (2002). Alternative mating tactics of the gobiid fish Bathygobiusfuscus. Journal of ethology+ 20(1)+ 9-12.)",1460,"3-4 year lifespan (Takegaki+ T.+ Kaneko+ T.+ & Matsumoto+ Y. (2012). Large-and small-size advantages in sneaking behaviour in the dusky frillgoby Bathygobius fuscus. Naturwissenschaften+ 99(4)+ 285-289.)",NA,NA,NA,"Y",NA,NA,NA,NA,"","",NA,NA,NA,0.138481717692683,0.0119276291471644,11.6101629237529,2.45809847976941e-05,0.109295860576424,0.167667574808942
2874,"Terapon jarbua","Terapon","jarbua","Chordata","Teleostei","Perciformes","Terapontidae",NA,"Clifton et al. 2010","Comte","Terapon jarbua_-5.47_123.76",27.76,-5.47,123.76,"","Terapon","jarbua","Hoga Island Indonesia",NA,42.6,"tmax",0.23,"SD",9,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"2555","length of 21.8 for mature female (https://core.ac.uk/download/pdf/229218496.pdf)+ 7 years using growth curve from (https://www.researchgate.net/profile/Maybelle_Fortaleza/publication/332142792_Age-Growth_Parameters_of_Crescent_Grunter_Terapon_jarbua_Forsskal_1775_in_Mindanao_Philippines/links/5ca31429a6fdccab2f67d3fa/Age-Growth-Parameters-of-Crescent-Grunter-Terapon-jarbua-Forsskal-1775-in-Mindanao-Philippines.pdf)","2372.5","length of 20.8 for mature male (https://core.ac.uk/download/pdf/229218496.pdf)+ 6.5 years using growth curve from (https://www.researchgate.net/profile/Maybelle_Fortaleza/publication/332142792_Age-Growth_Parameters_of_Crescent_Grunter_Terapon_jarbua_Forsskal_1775_in_Mindanao_Philippines/links/5ca31429a6fdccab2f67d3fa/Age-Growth-Parameters-of-Crescent-Grunter-Terapon-jarbua-Forsskal-1775-in-Mindanao-Philippines.pdf)",NA,"10-100","LARVAE: PLD 25.1 days (https://doi.org/10.1080/19425120.2015.1074966)  MOVEMENT: high connectivity between populations around taiwan but cannot infer dispersal distance (https://doi.org/10.1080/19425120.2015.1074966)",NA,36,"TL male/unsexed -fishbase","25","SL male/unsexed -fishbase","25","SL male/unsexed -fishbase","Y","none","no dormancy reported","unk","Fishbase","unk","unk","DISTANCE: unk TIMING: catadromous+ spawning peaks in Mar-May(https://pdfs.semanticscholar.org/9bd1/15ae357ade3260f778d32b1a955b8a5fcec5.pdf)+ Fishbase","Nikki","unk",NA,3650,"5-10 years+ but not the best source (http://www.theaquariumwiki.com/wiki/Terapon_jarbua)",NA,NA,NA,"Y",NA,NA,NA,NA,"","",NA,NA,NA,0.129870129870131,NA,NA,NA,NA,NA
1231,"Kuhlia sandvicensis","Kuhlia","sandvicensis","Chordata","Teleostei","Perciformes","Kuhliidae",NA,"Sylvester 1975","Comte","Kuhlia sandvicensis_21.37_-157.98",20,21.37,-157.98,"","Kuhlia","sandvicensis","Oahu estuaries Hawaii",14,38.5,"tmax",0.54,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,"unk","18 cm","unk",NA,NA,"unk","estimate based on closely related species pld - PLD of 32.2-44.3 in other Kuhlia species (Feutry+ P.+ Valade+ P.+ Ovenden+ J. R.+ Lopez+ P. J.+ & Keith+ P. (2012). Pelagic larval duration of two diadromous species of Kuhliidae (Teleostei: Percoidei) from Indo-Pacific insular systems. Marine and Freshwater Research+ 63(5)+ 397-402.)",NA,25,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","tropical fish (fishbase)","migratory","spawning migration (http://www.ahamoku.org/wp-content/uploads/2011/12/Poepoe-Kelson-K-Paul-Bartram-and-Alan-M-Friedlander_The-Use-of-Traditional-Hawaian-Knowledge-In-the-Contemporary-Management-of-Marine-Resources-Putting-Fishers-Knowledge-To-Work-Conference2001.pdf)","Feb-Apr",NA,"DISTANCE: inshore to offshore+ asusme less than 100km but more than 10km TIMING: endemic to Hawaii+ Feb -April from table 1(http://www.ahamoku.org/wp-content/uploads/2011/12/Poepoe-Kelson-K-Paul-Bartram-and-Alan-M-Friedlander_The-Use-of-Traditional-Hawaian-Knowledge-In-the-Contemporary-Management-of-Marine-Resources-Putting-Fishers-Knowledge-To-Work-Conference2001.pdf)","Nikki","unk",NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.303252032520325,0.0456420379552037,6.64413873933407,0.00694744233022748,0.157998697464168,0.448505367576481
1793,"Mugil cephalus","Mugil","cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Sylvester 1975","Comte","Mugil cephalus_21.37_-157.98",23,21.37,-157.98,"","Mugil","cephalus","Oahu estuaries Hawaii",14,37.7,"tmax",0.58,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,"730","AnAge","730","AnAge",NA,"10-100","MOVEMENT: 90.8% recaptured in same habitat and those that weren't were captured max 15km away (Strydom+ N. A.+ & d'Hotman+ B. D. (2005). Estuary-dependence of larval fishes in a non-estuary associated South African surf zone: evidence for continuity of surf assemblages. Estuarine+ Coastal and Shelf Science+ 63(1-2)+ 101-108.) MIGRATION: migrate 65-80km offshore to spawn (https://animaldiversity.org/accounts/Mugil_cephalus/)",NA,100,"SL male/unsexed -fishbase","50","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","Animal Diversity Web","Fall-Winter",NA,"DISTANCE: 65-80km (https://animaldiversity.org/accounts/Mugil_cephalus/) TIMING: catadromous+ migrate offshore to spawn in autumn and winter months (https://animaldiversity.org/accounts/Mugil_cephalus/)","Nikki","kunk","https://animaldiversity.org/accounts/Mugil_cephalus/",5840,"7-8 years+ average of 5+ 16 years max (fishbase + IUCN Red List)",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.426626016260162,0.0445635199267302,9.57343623128527,0.00241805450376006,0.284805006918903,0.568447025601422
2,"Abudefduf saxatilis","Abudefduf","saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Heath 1967","Comte","Abudefduf saxatilis_31.29_-113.54",16.34,31.29,-113.54,"","Abudefduf","saxatilis","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.3,"tmax",0.54,"SD",10,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"1825","5 years (http://dx.doi.org/10.1590/S1679-87592007000300004 )","1825","5 years (http://dx.doi.org/10.1590/S1679-87592007000300004 )","Y","10-100","LARVAE: PLD 17-20 days (https://doi.org/10.1007/BF00541659)",NA,22.9,"TL male/unsexed -fishbase","15","SL male/unsexed -fishbase","15","SL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1825,"2-5 years+ but not the best source (http://www.theaquariumwiki.com/wiki/Abudefduf_saxatilis)",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.39241558742384,0.112144479921205,3.49919664079374,0.0728572276764095,-0.090103165235465,0.874934340083145
1118,"Gobiosoma chiquita","Gobiosoma","chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Heath 1967","Comte","Gobiosoma chiquita_31.29_-113.54",16.34,31.29,-113.54,"","Gobiosoma","chiquita","Gulf of California near Puerto Penasco Sonora Mexico",NA,34.2,"tmax",NA,"SD",3,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"unk","20mm standard length minimum (Miles+ P. S. (1975). Agonistic behavior of some gobiid fishes from the Gulf of California.)","unk",NA,NA,"0-1","LARVAE: larvae dispersed within 100m of reef (https://repository.arizona.edu/bitstream/handle/10150/185972/azu_td_9303314_sip1_m.pdf?sequence=1&isAllowed=y)",NA,6.5,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","spends cold and warm seasons in intertidal (Miles+ P. S. (1975). Agonistic behavior of some gobiid fishes from the Gulf of California.)",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.39016127631236,0.156928700457766,2.48623276159331,0.130781001678037,-0.285048425088281,1.065370977713
1798,"Mugil cephalus","Mugil","cephalus","Chordata","Teleostei","Mugiliformes","Mugilidae",NA,"Heath 1967","Comte","Mugil cephalus_31.29_-113.54",24.1,31.29,-113.54,"","Mugil","cephalus","Gulf of California near Puerto Penasco Sonora Mexico",NA,41.3,"tmax",0.76,"SD",16,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"730","AnAge","730","AnAge",NA,"10-100","MOVEMENT: 90.8% recaptured in same habitat and those that weren't were captured max 15km away (Strydom+ N. A.+ & d'Hotman+ B. D. (2005). Estuary-dependence of larval fishes in a non-estuary associated South African surf zone: evidence for continuity of surf assemblages. Estuarine+ Coastal and Shelf Science+ 63(1-2)+ 101-108.) MIGRATION: migrate 65-80km offshore to spawn (https://animaldiversity.org/accounts/Mugil_cephalus/)",NA,100,"SL male/unsexed -fishbase","50","TL male/unsexed -fishbase","50","TL male/unsexed -fishbase","Y","none","no dormancy reported","migratory","Animal Diversity Web","Fall-Winter",NA,"DISTANCE: 65-80km (https://animaldiversity.org/accounts/Mugil_cephalus/) TIMING: catadromous+ migrate offshore to spawn in autumn and winter months (https://animaldiversity.org/accounts/Mugil_cephalus/)","Nikki","kunk","https://animaldiversity.org/accounts/Mugil_cephalus/",5840,"7-8 years+ average of 5+ 16 years max (fishbase + IUCN Red List)",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.33942893542743,0.0820587646433171,4.13641293410665,0.053774725377671,-0.0136414322650067,0.692499303119867
2842,"Sphoeroides annulatus","Sphoeroides","annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Heath 1967","Comte","Sphoeroides annulatus_31.29_-113.54",16.34,31.29,-113.54,"","Sphoeroides","annulatus","Gulf of California near Puerto Penasco Sonora Mexico",NA,36.7,"tmax",NA,"SD",6,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"unk","size at first maturity found (https://doi.org/10.1111/j.1439-0426.2011.01754.x) females (28.2 cm TL) and males (28.6 cm TL)","unk",NA,NA,"unk","adhesive and demersal eggs (https://doi.org/10.1016/S0044-8486(03)00367-3)",NA,44,"TL male/unsexed -fishbase","18","TL male/unsexed -fishbase","18","TL male/unsexed -fishbase","Y","none","no dormancy reported","unk","only personal observations of migration exist (https://doi.org/10.1016/S0044-8486(02)00299-5)","unk","unk",NA,"Nikki","unk",NA,5475,"kunk by (https://naturalhistory2.si.edu/smsfp/irlspec/Sphoer_testud.htm) but 8-15 years+ not the best source (http://www.theaquariumwiki.com/wiki/Sphoeroides_annulatus)",NA,NA,NA,"N",NA,NA,NA,NA,"","",NA,NA,NA,0.291674767020048,0.0839489053995061,3.47443204449173,0.0737869899442078,-0.0695282199566158,0.652877753996712
