"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative"
2292,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Hoppe, D. M. 1978. Thermal tolerance in tadpoles of the chorus frog Pseudacris triseriata. Herpetologica 34:318-321.","Rohr","Pseudacris triseriata_40.6_-105.017",20,40.6,-105.017,"","Larimer County, Colorado",NA,38.6,"tmax",NA,NA,10,"critical","Movements could no longer be elicited by prodding the tadpole, and an open-mouth gape had replaced normal respiratory movement","0.5",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Pseudacris","triseriata",3.9,"Oliveira et al., 2017","Winter","COSEWIC, 2008","non-migratory","","","","","Micky/Nikki","1825","Meyers et al., 2015","N","","","0.875","0.125","","","7.63280016996793","8.4346252588126",7.65681073605908
2488,"Rhinella granulosa","Chordata","Amphibia","Anura","Bufonidae",NA,"Navas, C. A., M. M. Antoniazzi, J. E. Carvalho, H. Suzuki, and C. Jared. 2007. Physiological basis for diurnal activity in dispersing juvenile Bufo granulosus in the Caatinga, a Brazilian semi-arid environment. Comparative Biochemistry and Physiology Part A 147:647-657.","Rohr","Rhinella granulosa_-5.658_-36.61",28,-5.658,-36.61,"","Angicos, Rio Grande do Norte, Brazil",NA,44.2,"tmax",NA,NA,12,"critical","Loss of righting response","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Rhinella","granulosa",9,"Oliveira et al., 2017","","J. E. Carvalho et al., 2010","non-migratory","","","","","Nikki","unk","","Y","","","","","","",NA,NA,NA
1858,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,37.1,"tmax",NA,NA,10,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1859,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,37.2,"tmax",NA,NA,10,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1860,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,37.6,"tmax",NA,NA,13,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1861,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,37.7,"tmax",NA,NA,12,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1862,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,38,"tmax",NA,NA,10,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1863,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,38.2,"tmax",NA,NA,9,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1864,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,38.3,"tmax",NA,NA,7,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1865,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,38.9,"tmax",NA,NA,9,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1866,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,39.1,"tmax",NA,NA,9,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1867,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,39.3,"tmax",NA,NA,12,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
1868,"Notophthalmus viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Pough, F. H. 1974. Natural daily temperature acclimation of eastern red efts, Notophthalmus V. viridescens (rafinesque) (Amphibia: Caudata). Comparative Biochemistry and Physiology Part A 47:71-78.","Rohr","Notophthalmus viridescens_43.3_-72.783",22,43.3,-72.783,"","Weston, Vermont",NA,39.5,"tmax",NA,NA,10,"critical","Animals took longer than 5 sec to right themselves","1",NA,NA,NA,NA,NA,"Juvenile",NA,"Terrestrial",NA,"Notophthalmus","viridescens",14,"Oliveira et al., 2017","Summer and Winter","Meyers et al., 2015;AmphibiaWeb, 2020","non-migratory","","","","","Nikki","9125","Oliveira et al., 2017;AmphibiaWeb, 2020","N","","","0.458","0.625","0.875","0.125","7.40854723989955","7.84471907504723",7.48351147044732
203,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,39.9,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
204,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,40.9,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
205,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,41.4,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
206,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,41.6,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
207,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,41.9,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
208,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,42.1,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
209,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",20,34.683,-82.837,"","Clemson, South Carolina",4,38.7,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
210,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",20,34.683,-82.837,"","Clemson, South Carolina",4,39.2,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
211,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",20,34.683,-82.837,"","Clemson, South Carolina",4,40,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
212,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",20,34.683,-82.837,"","Clemson, South Carolina",4,40.2,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
213,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",20,34.683,-82.837,"","Clemson, South Carolina",4,40.3,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
214,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",20,34.683,-82.837,"","Clemson, South Carolina",4,40.4,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
215,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",20,34.683,-82.837,"","Clemson, South Carolina",4,40.6,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
216,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",10,34.683,-82.837,"","Clemson, South Carolina",5,38.3,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
217,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",10,34.683,-82.837,"","Clemson, South Carolina",5,39.3,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
218,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",10,34.683,-82.837,"","Clemson, South Carolina",5,39.7,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
219,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",10,34.683,-82.837,"","Clemson, South Carolina",5,39.8,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
220,"Anaxyrus americanus","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus americanus_34.683_-82.837",10,34.683,-82.837,"","Clemson, South Carolina",5,40,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","americanus",11.1,"Oliveira et al., 2017","Winter","Meyers et al., 2015","non-migratory","","","","","Nikki","1825","AmphibiaWeb, 2020;Meyers et al., 2015","N","","","0.875","0.125","","","5.63243279987085","6.40681626595874",5.656737423794
246,"Anaxyrus woodhousii","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus woodhousii_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,41,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","woodhousii",12.7,"Oliveira et al., 2017","Winter","NatureServe, 2020","non-migratory","","","","","Nikki","2920","Oliveira et al., 2017","N","","","0.875","0.125","","","6.45234770791515","7.17584977740001",6.47428628754409
247,"Anaxyrus woodhousii","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus woodhousii_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,41.5,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","woodhousii",12.7,"Oliveira et al., 2017","Winter","NatureServe, 2020","non-migratory","","","","","Nikki","2920","Oliveira et al., 2017","N","","","0.875","0.125","","","6.45234770791515","7.17584977740001",6.47428628754409
248,"Anaxyrus woodhousii","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus woodhousii_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,41.7,"tmax",NA,NA,9,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","woodhousii",12.7,"Oliveira et al., 2017","Winter","NatureServe, 2020","non-migratory","","","","","Nikki","2920","Oliveira et al., 2017","N","","","0.875","0.125","","","6.45234770791515","7.17584977740001",6.47428628754409
249,"Anaxyrus woodhousii","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus woodhousii_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,42.2,"tmax",NA,NA,9,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","woodhousii",12.7,"Oliveira et al., 2017","Winter","NatureServe, 2020","non-migratory","","","","","Nikki","2920","Oliveira et al., 2017","N","","","0.875","0.125","","","6.45234770791515","7.17584977740001",6.47428628754409
250,"Anaxyrus woodhousii","Chordata","Amphibia","Anura","Bufonidae",NA,"Cupp, P. V. 1980. Thermal tolerance of five salientian amphibians during development and metamorphosis. Herpetologica 36:234-244.","Rohr","Anaxyrus woodhousii_34.683_-82.837",30,34.683,-82.837,"","Clemson, South Carolina",3,42.5,"tmax",NA,NA,10,"critical","Motionless and no longer responded to mechanical stimulation with forceps","0.7",NA,NA,NA,NA,NA,"Larva",NA,"Terrestrial",NA,"Anaxyrus","woodhousii",12.7,"Oliveira et al., 2017","Winter","NatureServe, 2020","non-migratory","","","","","Nikki","2920","Oliveira et al., 2017","N","","","0.875","0.125","","","6.45234770791515","7.17584977740001",6.47428628754409
