"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","ARR","std.error","statistic","p.value","conf.low","conf.high"
685,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",5,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,30.4,"tmax",1.04,"SD",12,"critical","LOE","0.066",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
686,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",10,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,26.5,"tmax",0.69,"SD",12,"critical","LOE","0.066",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
687,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",12,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,28.5,"tmax",1.47,"SD",6,"critical","LOE","0.066",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
688,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",20,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,37.4,"tmax",0.24,"SD",6,"critical","LOE","0.066",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
689,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",5,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,29.4,"tmax",1.04,"SD",12,"critical","LOE","0.166",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
690,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",10,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,26.9,"tmax",0.73,"SD",6,"critical","LOE","0.166",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
691,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",12,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,29.6,"tmax",1.22,"SD",6,"critical","LOE","0.166",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
692,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",20,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,35.8,"tmax",0.98,"SD",6,"critical","LOE","0.166",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
693,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",5,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,30.7,"tmax",0.69,"SD",12,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
694,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",10,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,25.8,"tmax",1.39,"SD",12,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
695,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",12,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,30.4,"tmax",1.22,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
696,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",20,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,34.6,"tmax",0.98,"SD",6,"critical","LOE","0.3",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
697,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",5,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,31.9,"tmax",1.39,"SD",12,"critical","LOE","0.5",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
698,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",10,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,27,"tmax",1.39,"SD",12,"critical","LOE","0.5",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
699,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",12,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,30.9,"tmax",0.73,"SD",6,"critical","LOE","0.5",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
700,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",20,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,35.6,"tmax",0.73,"SD",6,"critical","LOE","0.5",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
701,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",5,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,30.9,"tmax",0.69,"SD",12,"critical","LOE","0.83",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
702,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Golovanov & Smirnov 2007","Comte","Cyprinus carpio_55.71_37.57",10,55.71,37.57,"","Cyprinus","carpio","Institute of Biology of Inland Water Russia",10,27.9,"tmax",0.69,"SD",12,"critical","LOE","0.83",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","10","days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,"N",NA,NA,NA,NA,"","",4.33967221900926,4.42539444212902,0.42492505353319,0.106696703689769,3.98255090212253,0.000873112106655312,0.200763597130287,0.649086509936094
